tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
#5Jul José Escalona es médico nefrólogo. Tiene cuatro días sin poder trabajar por estar en una cola para echar gasolina. #Guayana  https://t.co/Ex9e0bEjwj,"['jul', 'josé', 'escalona', 'médico', 'nefrólogo', 'cuatro', 'días', 'poder', 'trabajar', 'cola', 'echar', 'gasolina', 'guayana']",# 5Jul José Escalona is a nephrologist. He has been unable to work for four days due to standing in a queue for gasoline. #Guayana https://t.co/Ex9e0bEjwj,"['jul', 'josé', 'escalona', 'nephrologist', 'unable', 'work', 'four', 'days', 'due', 'standing', 'queue', 'gasoline', 'guayana']"
"Después de 4 días o más en una cola para echar gasolina, conductores en Ciudad Guayana quedaron por fuera gracias a la corrupción militar   https://t.co/VVoXt0Ajcx","['después', 'días', 'cola', 'echar', 'gasolina', 'conductores', 'ciudad', 'guayana', 'quedaron', 'gracias', 'corrupción', 'militar']","After 4 days or more in a queue for gasoline, drivers in Ciudad Guayana were left out thanks to military corruption https://t.co/VVoXt0Ajcx","['days', 'queue', 'gasoline', 'drivers', 'ciudad', 'guayana', 'left', 'thanks', 'military', 'corruption']"
#5Jul Declaraciones de Nixon Márquez. Conductores protestaron y tomaron la E/S Atlántico I para que militares respetaran la lista en cola. Pasaron unos 200 vehículos y nuevamente les dijeron que no hay gasolina. #Guayana  https://t.co/p0ByuqrylP,"['jul', 'declaraciones', 'nixon', 'márquez', 'conductores', 'protestaron', 'tomaron', 'atlántico', 'militares', 'respetaran', 'lista', 'cola', 'pasaron', 'vehículos', 'nuevamente', 'dijeron', 'gasolina', 'guayana']",# 5Jul Statements by Nixon Márquez. Drivers protested and took the Atlantic I / O I so that the military would respect the queue list. About 200 vehicles passed and were again told that there is no gasoline. #Guayana https://t.co/p0ByuqrylP,"['jul', 'statements', 'nixon', 'márquez', 'drivers', 'protested', 'took', 'atlantic', 'military', 'would', 'respect', 'queue', 'list', 'vehicles', 'passed', 'told', 'gasoline', 'guayana']"
"#5Jul cientos de carros varados sin poder abastecerse de gasolina. La mayoría está desde el jueves en cola en la E/S Atlántico I, no pudieron echar el viernes. Hoy nuevamene quedan por fuera. Algunos, están desde el martes. #Guayana  https://t.co/v09f0w6Cju","['jul', 'cientos', 'carros', 'varados', 'poder', 'abastecerse', 'gasolina', 'mayoría', 'jueves', 'cola', 'atlántico', 'pudieron', 'echar', 'viernes', 'hoy', 'nuevamene', 'quedan', 'martes', 'guayana']","# 5Jul hundreds of cars stranded without being able to refuel. Most of them have been in queue on the Atlantic I / O since Thursday, they couldn't take Friday. Today they are out again. Some have been there since Tuesday. #Guayana https://t.co/v09f0w6Cju","['jul', 'hundreds', 'cars', 'stranded', 'without', 'able', 'refuel', 'queue', 'atlantic', 'since', 'thursday', 'take', 'friday', 'today', 'since', 'tuesday', 'guayana']"
"@Leonervis Yo intenté echar hoy por sector prioritario y solo pasan a 40 con salvoconducto de la Zodi, yo estaba como de 50 🤡 Por cierto, el militar muy amable y simpático como ellos suelen ser, nos dijo que él no trabaja mañana. Le pregunté a otro y me dijo que no sabe 🤡🤡🤡🤡🤡🤡🤡","['leonervis', 'intenté', 'echar', 'hoy', 'sector', 'prioritario', 'solo', 'pasan', 'salvoconducto', 'zodi', 'cierto', 'militar', 'amable', 'simpático', 'suelen', 'ser', 'dijo', 'trabaja', 'mañana', 'pregunté', 'dijo', 'sabe', '🤡🤡🤡🤡🤡🤡🤡']","@Leonervis I tried to take the priority sector today and they only pass 40 with a Zodi pass, I was about 50 🤡 By the way, the military man very friendly and nice as they usually are, he told us that he doesn't work tomorrow. I asked another and he told me that he doesn't know 🤡🤡🤡🤡🤡🤡🤡","['leonervis', 'tried', 'take', 'priority', 'sector', 'today', 'pass', 'zodi', 'pass', 'way', 'military', 'man', 'friendly', 'nice', 'usually', 'told', 'us', 'work', 'tomorrow', 'asked', 'another', 'told', 'know', '🤡🤡🤡🤡🤡🤡🤡']"
@danielajtb Aplica para el cásate para que no te quedes sola...,"['danielajtb', 'aplica', 'cásate', 'quedes', 'sola']",@danielajtb Apply to get married so you don't stay alone ...,"['danielajtb', 'apply', 'get', 'married', 'stay', 'alone']"
"@Leonervis Chama, respeta","['leonervis', 'chama', 'respeta']","@Leonervis Chama, respect","['leonervis', 'chama', 'respect']"
@danielajtb Vamos a dormir muy relajados con ese mensaje,"['danielajtb', 'vamos', 'dormir', 'relajados', 'mensaje']",@danielajtb Let's sleep very relaxed with that message,"['danielajtb', 'let', 'sleep', 'relaxed', 'message']"
"@veraciertaja @1retrovisor @Cjesuslopez @JorgeAlbertoMR @GEDV86 @SoyPuertoOrdaz @oliviadelv @Watcher_Ven @alvareznv Les avisan mañana cuando hayan perdido el tiempo, y se empiecen a contradecir unos con otros.","['veraciertaja', 'retrovisor', 'cjesuslopez', 'jorgealbertomr', 'gedv', 'soypuertoordaz', 'oliviadelv', 'watcher', 'ven', 'alvareznv', 'avisan', 'mañana', 'perdido', 'tiempo', 'empiecen', 'contradecir']","@veraciertaja @ 1retrovisor @Cjesuslopez @JorgeAlbertoMR @ GEDV86 @SoyPuertoOrdaz @oliviadelv @Watcher_Ven @alvareznv They will let you know tomorrow when they have lost their time, and they start to contradict each other.","['veraciertaja', 'retrovisor', 'cjesuslopez', 'jorgealbertomr', 'gedv', 'soypuertoordaz', 'oliviadelv', 'watcher', 'ven', 'alvareznv', 'let', 'know', 'tomorrow', 'lost', 'time', 'start', 'contradict']"
@angelradicall @PableOstos Gracias por no dejar que me desmayara asfixiada con las lacrimógenas,"['angelradicall', 'pableostos', 'gracias', 'dejar', 'desmayara', 'asfixiada', 'lacrimógenas']",@angelradicall @PableOstos Thank you for not letting me pass out from the tear gas,"['angelradicall', 'pableostos', 'thank', 'letting', 'pass', 'tear', 'gas']"
@PableOstos @LaTuristaKAM @gladylisflores Jajajajaja la parrilla!!!,"['pableostos', 'laturistakam', 'gladylisflores', 'jajajajaja', 'parrilla']",@PableOstos @LaTuristaKAM @gladylisflores Hahahahaha the grill !!!,"['pableostos', 'laturistakam', 'gladylisflores', 'hahahahaha', 'grill']"
"#27Jun Unos poquitos momentos de recuerdos, a propósito del #DíaDelPeriodista  (No me dio tiempo ni paciencia para buscar todas las fotos, el internet no ayuda 😄)  @PableOstos @gladylisflores @LaTuristaKAM @Etethebest @dalenigallardo @Wilitza @Danielameza  https://t.co/SVjT4VCkj1","['jun', 'poquitos', 'momentos', 'recuerdos', 'propósito', 'díadelperiodista', 'dio', 'tiempo', 'paciencia', 'buscar', 'todas', 'fotos', 'internet', 'ayuda', 'pableostos', 'gladylisflores', 'laturistakam', 'etethebest', 'dalenigallardo', 'wilitza', 'danielameza']","# 27Jun A few moments of memories, about the # DíaDelPeriodista (I didn't have time or patience to look for all the photos, the internet doesn't help 😄) @PableOstos @gladylisflores @LaTuristaKAM @Etethebest @dalenigallardo @Wilitza @Danielameza https: // t.co/SVjT4VCkj1","['jun', 'moments', 'memories', 'díadelperiodista', 'time', 'patience', 'look', 'photos', 'internet', 'help', 'pableostos', 'gladylisflores', 'laturistakam', 'etethebest', 'dalenigallardo', 'wilitza', 'danielameza', 'co', 'svjt', 'vckj']"
@ITGuayana @CarlosSuniagaG @ClavelRangel @mramirezcabello @jessicacedeno24 Gracias!!!💛,"['itguayana', 'carlossuniagag', 'clavelrangel', 'mramirezcabello', 'jessicacedeno', 'gracias']",@ITGuayana @CarlosSuniagaG @ClavelRangel @mramirezcabello @ jessicacedeno24 Thank you !!! 💛,"['itguayana', 'carlossuniagag', 'clavelrangel', 'mramirezcabello', 'jessicacedeno', 'thank']"
@diogelis @MaisdulinY @GEDV86 @nigerbladimir @ClavelRangel @oscarfmurillo @mramirezcabello @arevalobravo @PableOstos @MarcosDavidV @OrianaFaoro @suarezmleo @Leonervis Igual para ti amiga!!!,"['diogelis', 'maisduliny', 'gedv', 'nigerbladimir', 'clavelrangel', 'oscarfmurillo', 'mramirezcabello', 'arevalobravo', 'pableostos', 'marcosdavidv', 'orianafaoro', 'suarezmleo', 'leonervis', 'igual', 'amiga']",@diogelis @MaisdulinY @ GEDV86 @nigerbladimir @ClavelRangel @oscarfmurillo @mramirezcabello @arevalobravo @PableOstos @MarcosDavidV @OrianaFaoro @suarezmleo @Leonervis Same for you friend !!!,"['diogelis', 'maisduliny', 'gedv', 'nigerbladimir', 'clavelrangel', 'oscarfmurillo', 'mramirezcabello', 'arevalobravo', 'pableostos', 'marcosdavidv', 'orianafaoro', 'suarezmleo', 'leonervis', 'friend']"
@Coachneitor @zulayxkex3 @colominaM @GEDV86 @LuisCarlos @SebastianaSin Gracias!!! 💛,"['coachneitor', 'zulayxkex', 'colominam', 'gedv', 'luiscarlos', 'sebastianasin', 'gracias']",@Coachneitor @ zulayxkex3 @colominaM @ GEDV86 @LuisCarlos @SebastianaSin Thank you !!! 💛,"['coachneitor', 'zulayxkex', 'colominam', 'gedv', 'luiscarlos', 'sebastianasin', 'thank']"
@lmaracara @LuzMelyReyes Porque el 2020 se lleve la tensa calma y situación irregular 🤣,"['lmaracara', 'luzmelyreyes', 'lleve', 'tensa', 'calma', 'situación', 'irregular']",@lmaracara @LuzMelyReyes Because 2020 takes the tense calm and irregular situation 🤣,"['lmaracara', 'luzmelyreyes', 'takes', 'tense', 'calm', 'irregular', 'situation']"
@luisbeltranf @aestaba16 @Piocid @oscarfmurillo @OttoJansen @Ramses_Siverio @MarcosDavidV Gracias!!!,"['luisbeltranf', 'aestaba', 'piocid', 'oscarfmurillo', 'ottojansen', 'ramses', 'siverio', 'marcosdavidv', 'gracias']",@luisbeltranf @ aestaba16 @Piocid @oscarfmurillo @OttoJansen @Ramses_Siverio @MarcosDavidV Thank you !!!,"['luisbeltranf', 'aestaba', 'piocid', 'oscarfmurillo', 'ottojansen', 'ramses', 'siverio', 'marcosdavidv', 'thank']"
"@zulayxkex3 @colominaM @GEDV86 @LuisCarlos @SebastianaSin Gracias, mi teacher!!! Te quiero mucho 🤗","['zulayxkex', 'colominam', 'gedv', 'luiscarlos', 'sebastianasin', 'gracias', 'teacher', 'quiero']","@ zulayxkex3 @colominaM @ GEDV86 @LuisCarlos @SebastianaSin Thank you, my teacher !!! I love you so much 🤗","['zulayxkex', 'colominam', 'gedv', 'luiscarlos', 'sebastianasin', 'thank', 'teacher', 'love', 'much']"
@Cesarramirezpoz Feliz día!,"['cesarramirezpoz', 'feliz', 'día']",@Cesarramirezpoz Happy day!,"['cesarramirezpoz', 'happy', 'day']"
"Y horas más tarde, el alcalde de Caroní informa que sí habrá transporte público de 6:00 a.m. hasta las 12 del mediodía. #Guayana  Improvisación y desorganización. Lo mismo pasó con Gobernación con la información del despacho de gasolina. Hoy #23Jun nuevamente las E/S cerradas.","['horas', 'tarde', 'alcalde', 'caroní', 'informa', 'transporte', 'público', 'mediodía', 'guayana', 'improvisación', 'desorganización', 'mismo', 'pasó', 'gobernación', 'información', 'despacho', 'gasolina', 'hoy', 'jun', 'nuevamente', 'cerradas']","And hours later, the mayor of Caroní informs that there will be public transport from 6:00 a.m. until 12 noon. #Guayana Improvisation and disorganization. The same happened with the Government with the information on the gasoline dispatch. Today # 23Jun again the I / O closed.","['hours', 'later', 'mayor', 'caroní', 'informs', 'public', 'transport', 'noon', 'guayana', 'improvisation', 'disorganization', 'happened', 'government', 'information', 'gasoline', 'dispatch', 'today', 'jun', 'closed']"
@Brando_44141 Y sin combustible,"['brando', 'combustible']",@ Brando_44141 And without fuel,"['brando', 'without', 'fuel']"
"He aquí un ejemplo de la improvisación. Alcalde de Caroní informa que sí habrá transporte público, pero el secretario de Seguridad Ciudadana en Bolívar, Alex Pantín, dijo que estaba suspendido.","['aquí', 'ejemplo', 'improvisación', 'alcalde', 'caroní', 'informa', 'transporte', 'público', 'secretario', 'seguridad', 'ciudadana', 'bolívar', 'alex', 'pantín', 'dijo', 'suspendido']","Here's an example of improvisation. Mayor of Caroní informs that there will be public transport, but the secretary of Citizen Security in Bolívar, Alex Pantín, said that he was suspended.","['example', 'improvisation', 'mayor', 'caroní', 'informs', 'public', 'transport', 'secretary', 'citizen', 'security', 'bolívar', 'alex', 'pantín', 'said', 'suspended']"
"#23Jun A las 10:30 a.m. las E/S para sectores prioritarios ya no estaban despachando. La E/S de la redoma La Piña, cerrada; la de Unare despachaba a los últimos vehículos. Al resto le indicaron que para mañana. #Guayana","['jun', 'sectores', 'prioritarios', 'despachando', 'redoma', 'piña', 'cerrada', 'unare', 'despachaba', 'últimos', 'vehículos', 'resto', 'indicaron', 'mañana', 'guayana']","# 23Jun At 10:30 a.m. I / O for priority sectors were no longer dispatching. The I / O of the La Piña vial, closed; Unare's dispatched the last vehicles. The rest were told that for tomorrow. #Guiana","['jun', 'priority', 'sectors', 'longer', 'dispatching', 'la', 'piña', 'vial', 'closed', 'unare', 'dispatched', 'last', 'vehicles', 'rest', 'told', 'tomorrow', 'guiana']"
"#23Jun Después de que  Gobernación Bolívar desmintió el sábado las cadenas de WhatsApp sobre el despacho de gasolina, sin previo aviso hoy amanecen las E/S cerradas. Comunican a conductores que solo atenderán a sectores prioritarios #Guayana","['jun', 'después', 'gobernación', 'bolívar', 'desmintió', 'sábado', 'cadenas', 'whatsapp', 'despacho', 'gasolina', 'previo', 'aviso', 'hoy', 'amanecen', 'cerradas', 'comunican', 'conductores', 'solo', 'atenderán', 'sectores', 'prioritarios', 'guayana']","# 23Jun After Gobernación Bolívar denied the WhatsApp chains on the dispatch of gasoline on Saturday, without prior notice, the I / O closed today dawns. They communicate to drivers that they will only serve priority sectors #Guayana","['jun', 'gobernación', 'bolívar', 'denied', 'whatsapp', 'chains', 'dispatch', 'gasoline', 'saturday', 'without', 'prior', 'notice', 'closed', 'today', 'dawns', 'communicate', 'drivers', 'serve', 'priority', 'sectors', 'guayana']"
#23Jun Secretario de Seguridad Ciudadana en Bolívar informa que no habrá movilidad del transporte público durante la semana de cuarentena,"['jun', 'secretario', 'seguridad', 'ciudadana', 'bolívar', 'informa', 'movilidad', 'transporte', 'público', 'semana', 'cuarentena']",# 23Jun Secretary of Citizen Security in Bolívar informs that there will be no mobility of public transport during the quarantine week,"['jun', 'secretary', 'citizen', 'security', 'bolívar', 'informs', 'mobility', 'public', 'transport', 'quarantine', 'week']"
"@Leonervis Chama, mejor que los que estén jugando Jumanji terminen el juego","['leonervis', 'chama', 'mejor', 'jugando', 'jumanji', 'terminen', 'juego']","@Leonervis Chama, those who are playing Jumanji better finish the game","['leonervis', 'chama', 'playing', 'jumanji', 'better', 'finish', 'game']"
@Leonervis Vienen las momias,"['leonervis', 'vienen', 'momias']",@Leonervis The mummies are coming,"['leonervis', 'mummies', 'coming']"
@LaTuristaKAM Siempre quieren comida gratis a costa del que sí trabaja,"['laturistakam', 'siempre', 'quieren', 'comida', 'gratis', 'costa', 'trabaja']",@LaTuristaKAM They always want free food at the expense of those who do work,"['laturistakam', 'always', 'want', 'free', 'food', 'expense', 'work']"
#20Jun 1:44 pm. Prensa Gobernación desmiente informaciones que desde anoche circulan en cadenas de WhatsApp sobre el despacho de gasolina en #Guayana,"['jun', 'pm', 'prensa', 'gobernación', 'desmiente', 'informaciones', 'anoche', 'circulan', 'cadenas', 'whatsapp', 'despacho', 'gasolina', 'guayana']",# 20Jun 1:44 pm. Press Government denies information that circulated since last night in WhatsApp chains about the dispatch of gasoline in #Guayana,"['jun', 'pm', 'press', 'government', 'denies', 'information', 'circulated', 'since', 'last', 'night', 'whatsapp', 'chains', 'dispatch', 'gasoline', 'guayana']"
"@mechinc Se habla de rumores porque no hay información oficial sobre las nuevas medidas en general, que incluye el despacho de gasolina. Debemos estar claros en que la gasolina importada no durará para siempre y lamentablemente acá no se está produciendo.","['mechinc', 'habla', 'rumores', 'información', 'oficial', 'nuevas', 'medidas', 'general', 'incluye', 'despacho', 'gasolina', 'debemos', 'claros', 'gasolina', 'importada', 'durará', 'siempre', 'lamentablemente', 'acá', 'produciendo']","@mechinc There is talk of rumors because there is no official information about the new measures in general, which includes the dispatch of gasoline. We must be clear that imported gasoline will not last forever and unfortunately it is not being produced here.","['mechinc', 'talk', 'rumors', 'official', 'information', 'new', 'measures', 'general', 'includes', 'dispatch', 'gasoline', 'must', 'clear', 'imported', 'gasoline', 'last', 'forever', 'unfortunately', 'produced']"
