tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,sentimiento
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer,"['want', 'dad', 'play', 'kick', 'baby', 'little', 'one', '#southpark', '#mellogang', '#ghastly', '#edm', '#plur', '#dad', '#djlife', '#dj', '#producer']",Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer,"['want', 'dad', 'play', 'kick', 'baby', 'little', 'one', '#southpark', '#mellogang', '#ghastly', '#edm', '#plur', '#dad', '#djlife', '#dj', '#producer']",miedo
Just want Saturday to be over but then again I want to do good #LSAT #nervous,"['want', 'saturday', 'want', 'good', '#lsat', '#nervous']",Just want Saturday to be over but then again I want to do good #LSAT #nervous,"['want', 'saturday', 'want', 'good', '#lsat', '#nervous']",miedo
Just want Saturday to be over but then again I want to do good #LSAT ,"['want', 'saturday', 'want', 'good', '#lsat']",Just want Saturday to be over but then again I want to do good #LSAT ,"['want', 'saturday', 'want', 'good', '#lsat']",miedo
Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious,"['told', 'wife', 'chance', 'would', 'sydney', 'teams', 'afl', 'grand', 'final.', 'response:', ""'there's"", 'two', 'sydney', 'afl', ""teams?'"", '#serious']",Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious,"['told', 'wife', 'chance', 'would', 'sydney', 'teams', 'afl', 'grand', 'final.', 'response:', ""'there's"", 'two', 'sydney', 'afl', ""teams?'"", '#serious']",tristeza
Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,"['rough', 'situations', 'around', 'schalke', 'werder', 'bremen', 'start', 'campaign.', 'bremen', 'dashed', 'late', 'new', 'manager.', '0.']",Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,"['rough', 'situations', 'around', 'schalke', 'werder', 'bremen', 'start', 'campaign.', 'bremen', 'dashed', 'late', 'new', 'manager.', '0.']",tristeza
Just put the winter duvet on ☃️🌬️ #serious,"['put', 'winter', 'duvet', '☃️🌬️', '#serious']",Just put the winter duvet on ☃️🌬️ #serious,"['put', 'winter', 'duvet', '☃️🌬️', '#serious']",tristeza
"Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks! \n#bcwinechat","['popped', 'half', 'bottle', '2014', '@bellawines', '#sparkling', '#gamaynoir', 'westbank.', ""evenin',"", 'folks!', '\\n#bcwinechat']","Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks! \n#bcwinechat","['popped', 'half', 'bottle', '2014', '@bellawines', '#sparkling', '#gamaynoir', 'westbank.', ""evenin',"", 'folks!', '\\n#bcwinechat']",felicidad
Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry,"['paid', 'chicken', '@panerabread', 'even', 'get', '😑😑😑', 'goes', 'dollars', 'customer', '#angry']",Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry,"['paid', 'chicken', '@panerabread', 'even', 'get', '😑😑😑', 'goes', 'dollars', 'customer', '#angry']",ira
Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer ,"['paid', 'chicken', '@panerabread', 'even', 'get', '😑😑😑', 'goes', 'dollars', 'customer']",Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer ,"['paid', 'chicken', '@panerabread', 'even', 'get', '😑😑😑', 'goes', 'dollars', 'customer']",ira
Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef,"['rejoicing', 'finally', 'match', 'draw', 'revealed', 'facing', 'city', 'next.', 'life', 'sef']",Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef,"['rejoicing', 'finally', 'match', 'draw', 'revealed', 'facing', 'city', 'next.', 'life', 'sef']",felicidad
"Just like there is a right way to pray, there is a right way to give - not grudgingly or of necessity, but cheerfully. #woficc","['like', 'right', 'way', 'pray,', 'right', 'way', 'give', 'grudgingly', 'necessity,', 'cheerfully.', '#woficc']","Just like there is a right way to pray, there is a right way to give - not grudgingly or of necessity, but cheerfully. #woficc","['like', 'right', 'way', 'pray,', 'right', 'way', 'give', 'grudgingly', 'necessity,', 'cheerfully.', '#woficc']",felicidad
Just knowing that my aunt is going to NY and there is a possibility of going with her makes me want to send everything to the asap and pack my bags.,"['knowing', 'aunt', 'going', 'ny', 'possibility', 'going', 'makes', 'want', 'send', 'everything', 'asap', 'pack', 'bags.']",Just knowing that my aunt is going to NY and there is a possibility of going with her makes me want to send everything to the asap and pack my bags.,"['knowing', 'aunt', 'going', 'ny', 'possibility', 'going', 'makes', 'want', 'send', 'everything', 'asap', 'pack', 'bags.']",tristeza
"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢","['heard', 'happen', 'grandad', 'hometown', 'last', 'night', 'terrible', 'news', '💔,', 'hope', 'everyone', 'okay']","Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢","['heard', 'happen', 'grandad', 'hometown', 'last', 'night', 'terrible', 'news', '💔,', 'hope', 'everyone', 'okay']",miedo
Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,"['reverse', 'half', 'way', 'woods', 'collect', 'dog', ""i've"", 'never', 'even', 'reverse', 'parked', 'life', '#nightmare']",Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,"['reverse', 'half', 'way', 'woods', 'collect', 'dog', ""i've"", 'never', 'even', 'reverse', 'parked', 'life', '#nightmare']",miedo
Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 ,"['reverse', 'half', 'way', 'woods', 'collect', 'dog', ""i've"", 'never', 'even', 'reverse', 'parked', 'life']",Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 ,"['reverse', 'half', 'way', 'woods', 'collect', 'dog', ""i've"", 'never', 'even', 'reverse', 'parked', 'life']",miedo
Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕,"['massive', 'argument', 'alarm', 'today...', 'want', 'get', 'up.', 'know', ""we're"", 'going', 'fix', 'tomorrow', 'morning']",Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕,"['massive', 'argument', 'alarm', 'today...', 'want', 'get', 'up.', 'know', ""we're"", 'going', 'fix', 'tomorrow', 'morning']",miedo
Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,"['#efficient', '#great', '#smiling', 'service', '@applebelgique', 'store.', 'impressive', 'team', 'geniuses', 'ready', 'redefine', 'customer', 'service', 'is!']",Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,"['#efficient', '#great', '#smiling', 'service', '@applebelgique', 'store.', 'impressive', 'team', 'geniuses', 'ready', 'redefine', 'customer', 'service', 'is!']",felicidad
Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much #hilarious,"['got', 'back', 'seeing', '@garydelaney', 'burslem.', 'amazing!!', 'face', 'still', 'hurts', 'laughing', 'much', '#hilarious']",Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much #hilarious,"['got', 'back', 'seeing', '@garydelaney', 'burslem.', 'amazing!!', 'face', 'still', 'hurts', 'laughing', 'much', '#hilarious']",felicidad
Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much ,"['got', 'back', 'seeing', '@garydelaney', 'burslem.', 'amazing!!', 'face', 'still', 'hurts', 'laughing', 'much']",Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much ,"['got', 'back', 'seeing', '@garydelaney', 'burslem.', 'amazing!!', 'face', 'still', 'hurts', 'laughing', 'much']",felicidad
Just feel awkward that I'm being timid to everyone.,"['feel', 'awkward', ""i'm"", 'timid', 'everyone.']",Just feel awkward that I'm being timid to everyone.,"['feel', 'awkward', ""i'm"", 'timid', 'everyone.']",miedo
Just because it is cheap does not mean that it is quality service. In Venezuela it is cheap but they cut it off all the time and that is why all the young people want to leave.,"['cheap', 'mean', 'quality', 'service.', 'venezuela', 'cheap', 'cut', 'time', 'young', 'people', 'want', 'leave.']",Just because it is cheap does not mean that it is quality service. In Venezuela it is cheap but they cut it off all the time and that is why all the young people want to leave.,"['cheap', 'mean', 'quality', 'service.', 'venezuela', 'cheap', 'cut', 'time', 'young', 'people', 'want', 'leave.']",tristeza
Just #terrible from the cats there. Wow. #AFLCatsSwans,"['#terrible', 'cats', 'there.', 'wow.', '#aflcatsswans']",Just #terrible from the cats there. Wow. #AFLCatsSwans,"['#terrible', 'cats', 'there.', 'wow.', '#aflcatsswans']",miedo
Job interview in the afternoon #nervous #ek,"['job', 'interview', 'afternoon', '#nervous', '#ek']",Job interview in the afternoon #nervous #ek,"['job', 'interview', 'afternoon', '#nervous', '#ek']",miedo
Job interview in the afternoon  #ek,"['job', 'interview', 'afternoon', '#ek']",Job interview in the afternoon  #ek,"['job', 'interview', 'afternoon', '#ek']",miedo
Jk I'm not a loner just really shy 😅,"['jk', ""i'm"", 'loner', 'really', 'shy']",Jk I'm not a loner just really shy 😅,"['jk', ""i'm"", 'loner', 'really', 'shy']",miedo
"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.","['jimmy_dore:', 'raisingtheboss', ""we've"", 'already', 'lost', 'country', 'government', 'oligarchs,', 'fear', 'tactics', 'still', 'work', 'appears.']","jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.","['jimmy_dore:', 'raisingtheboss', ""we've"", 'already', 'lost', 'country', 'government', 'oligarchs,', 'fear', 'tactics', 'still', 'work', 'appears.']",miedo
Jimmy Carr makes me want to cry and cry *shiver* #awful,"['jimmy', 'carr', 'makes', 'want', 'cry', 'cry', '*shiver*', '#awful']",Jimmy Carr makes me want to cry and cry *shiver* #awful,"['jimmy', 'carr', 'makes', 'want', 'cry', 'cry', '*shiver*', '#awful']",miedo
Jimmy Carr makes me want to cry and cry *shiver* ,"['jimmy', 'carr', 'makes', 'want', 'cry', 'cry', '*shiver*']",Jimmy Carr makes me want to cry and cry *shiver* ,"['jimmy', 'carr', 'makes', 'want', 'cry', 'cry', '*shiver*']",miedo
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking","['jesus', 'wept!', 'another', 'rns', '#rusty', '@metaltigerplc', 'quote', ""'price"", 'sensitive', 'news,', 'price', 'sensitive', ""news'"", 'etc', 'etc', '#ramping', '#shocking']","Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking","['jesus', 'wept!', 'another', 'rns', '#rusty', '@metaltigerplc', 'quote', ""'price"", 'sensitive', 'news,', 'price', 'sensitive', ""news'"", 'etc', 'etc', '#ramping', '#shocking']",miedo
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ","['jesus', 'wept!', 'another', 'rns', '#rusty', '@metaltigerplc', 'quote', ""'price"", 'sensitive', 'news,', 'price', 'sensitive', ""news'"", 'etc', 'etc', '#ramping']","Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ","['jesus', 'wept!', 'another', 'rns', '#rusty', '@metaltigerplc', 'quote', ""'price"", 'sensitive', 'news,', 'price', 'sensitive', ""news'"", 'etc', 'etc', '#ramping']",miedo
jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr,"['jesus', 'ok', 'alarming', 'percentage', 'teachers', 'ths', 'year', 'dont', 'ingle', 'thoughtful', 'bone', 'bodies', 'gonna', 'interesting', 'yr']",jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr,"['jesus', 'ok', 'alarming', 'percentage', 'teachers', 'ths', 'year', 'dont', 'ingle', 'thoughtful', 'bone', 'bodies', 'gonna', 'interesting', 'yr']",miedo
Jeans with fake pockets #horrible,"['jeans', 'fake', 'pockets', '#horrible']",Jeans with fake pockets #horrible,"['jeans', 'fake', 'pockets', '#horrible']",miedo
Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce,"['jay', 'brad', 'pitt', 'cheated', '..bey', 'stayed', 'angie', 'left', '#cheaters', '#love', '#lust', '#sex', '#couples', '#relationships', '#date', '#marriage', '#divorce']",Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce,"['jay', 'brad', 'pitt', 'cheated', '..bey', 'stayed', 'angie', 'left', '#cheaters', '#love', '#lust', '#sex', '#couples', '#relationships', '#date', '#marriage', '#divorce']",tristeza
jamming out to fury in math class wanting to die hbu,"['jamming', 'fury', 'math', 'class', 'wanting', 'die', 'hbu']",jamming out to fury in math class wanting to die hbu,"['jamming', 'fury', 'math', 'class', 'wanting', 'die', 'hbu']",ira
Jajajajajajajaja Are you telling me that I should think about the possibility of leaving Veneuzlea ?,"['jajajajajajajaja', 'telling', 'think', 'possibility', 'leaving', 'veneuzlea']",Jajajajajajajaja Are you telling me that I should think about the possibility of leaving Veneuzlea ?,"['jajajajajajajaja', 'telling', 'think', 'possibility', 'leaving', 'veneuzlea']",felicidad
Jajajajajaja is a joke but it is incredible how in Venezuela we leave the university so young and just to leave.,"['jajajajajaja', 'joke', 'incredible', 'venezuela', 'leave', 'university', 'young', 'leave.']",Jajajajajaja is a joke but it is incredible how in Venezuela we leave the university so young and just to leave.,"['jajajajajaja', 'joke', 'incredible', 'venezuela', 'leave', 'university', 'young', 'leave.']",miedo
