tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
"@Delrealamaya @GUAIDO Puede seguir a su esposa @anacarol74 ha impulsado la accion, pero aquí  hemos estado pendiente de cosas cómo los  autocines, bodegones, Nacho etc.  Honestamente lo que escribí lo hice desde la empatía por el, por su familia .. me sentía impotente y no pensé jamás lograr esto.","['delrealamaya', 'guaido', 'puede', 'seguir', 'esposa', 'anacarol', 'impulsado', 'accion', 'aquí', 'pendiente', 'cosas', 'cómo', 'autocines', 'bodegones', 'nacho', 'etc', 'honestamente', 'escribí', 'hice', 'empatía', 'familia', 'sentía', 'impotente', 'pensé', 'jamás', 'lograr']","@Delrealamaya @GUAIDO You can follow his wife @ anacarol74 has driven the action, but here we have been aware of things like drive-ins, still lifes, Nacho etc. Honestly, what I wrote I did from empathy for him, for his family ... I felt powerless and I never thought I would achieve this.","['delrealamaya', 'guaido', 'follow', 'wife', 'anacarol', 'driven', 'action', 'aware', 'things', 'like', 'drive', 'ins', 'still', 'lifes', 'nacho', 'etc', 'honestly', 'wrote', 'empathy', 'family', 'felt', 'powerless', 'never', 'thought', 'would', 'achieve']",0.101,0.726,0.174,Neutral
"@EdithRo48622682 Gracias, pero no es a mi, más bien es a su esposa @anacarol74","['edithro', 'gracias', 'bien', 'esposa', 'anacarol']","@ EdithRo48622682 Thank you, but it is not me, rather it is his wife @ anacarol74","['edithro', 'thank', 'rather', 'wife', 'anacarol']",0.0,0.615,0.385,Neutral
"Gracias x todo, por multiplicar la voz de quienes necesitan ser oídos ( leídos), nunca imaginé que este TW  fuese visto por tantos, más que seguirme a mi que usualmente comento cosas triviales es seguir y apoyar a la familia de Demo, a su esposa @anacarol74","['gracias', 'multiplicar', 'voz', 'necesitan', 'ser', 'oídos', 'leídos', 'nunca', 'imaginé', 'tw', 'visto', 'tantos', 'seguirme', 'usualmente', 'comento', 'cosas', 'triviales', 'seguir', 'apoyar', 'familia', 'demo', 'esposa', 'anacarol']","Thank you for everything, for multiplying the voice of those who need to be heard (read), I never imagined that this TW was seen by so many, rather than following me, who usually comment on trivial things, is to follow and support Demo's family, his wife @ anacarol74","['thank', 'everything', 'multiplying', 'voice', 'need', 'heard', 'read', 'never', 'imagined', 'tw', 'seen', 'many', 'rather', 'following', 'usually', 'comment', 'trivial', 'things', 'follow', 'support', 'demo', 'family', 'wife', 'anacarol']",0.04,0.769,0.19,Neutral
"@21acbc143c34413 Gracias Vivían,  aunque más que seguirme a mi es a su esposa @anacarol74 quien con su pequeño es quien lleva esta causa ..  yo solo di un mensaje desde la empatía  por ser mi compañero de estudios y padre e hijo igual que el.","['acbc', 'gracias', 'vivían', 'aunque', 'seguirme', 'esposa', 'anacarol', 'pequeño', 'lleva', 'causa', 'solo', 'di', 'mensaje', 'empatía', 'ser', 'compañero', 'estudios', 'padre', 'hijo', 'igual']","@ 21acbc143c34413 Thanks They lived, although more than following me is his wife @ anacarol74 who with his little one is the one who leads this cause ... I only gave a message from empathy for being my fellow student and father and son like him.","['acbc', 'thanks', 'lived', 'although', 'following', 'wife', 'anacarol', 'little', 'one', 'one', 'leads', 'cause', 'gave', 'message', 'empathy', 'fellow', 'student', 'father', 'son', 'like']",0.0,0.769,0.231,Neutral
Gracias ! Esto y tantos otros !,"['gracias', 'tantos']",Thanks ! This and so many others!,"['thanks', 'many', 'others']",0.0,0.408,0.592,Positivo
"@fabupipolvi Demostenes es un buen Venezolano, con pensamientos  iguales en algunos casos y distintos en otros como todo el mundo.   No por ello debe perder la libertad (ni el ni nadie), y menos cuando hay tanta impunidad en otros casos . Le invito a seguir y apoyar a @anacarol74  su esposa.","['fabupipolvi', 'demostenes', 'buen', 'venezolano', 'pensamientos', 'iguales', 'casos', 'distintos', 'mundo', 'ello', 'debe', 'perder', 'libertad', 'nadie', 'menos', 'tanta', 'impunidad', 'casos', 'invito', 'seguir', 'apoyar', 'anacarol', 'esposa']","@fabupipolvi Demostenes is a good Venezuelan, with the same thoughts in some cases and different in others like everyone else. Not for that reason he should lose his freedom (neither he nor anyone else), and less when there is so much impunity in other cases. I invite you to follow and support @ anacarol74 his wife.","['fabupipolvi', 'demostenes', 'good', 'venezuelan', 'thoughts', 'cases', 'different', 'others', 'like', 'everyone', 'else', 'reason', 'lose', 'freedom', 'neither', 'anyone', 'else', 'less', 'much', 'impunity', 'cases', 'invite', 'follow', 'support', 'anacarol', 'wife']",0.074,0.546,0.38,Neutral
"@emilsari Gracias  por la mención., todo suma, le invito a seguir a @anacarol74  la esposa de Demostenes, ella es la que carga con la peor parte, y cómo dice una canción  „los dolores del mundo son mayores en la hembra“","['emilsari', 'gracias', 'mención', 'suma', 'invito', 'seguir', 'anacarol', 'esposa', 'demostenes', 'carga', 'peor', 'parte', 'cómo', 'dice', 'canción', '„los', 'dolores', 'mundo', 'mayores', 'hembra']","@emilsari Thank you for the mention. It all adds up, I invite you to follow @ anacarol74 Demostenes's wife, she is the one who bears the worst part, and as a song says ""the pains of the world are greater in the female""","['emilsari', 'thank', 'mention', 'adds', 'invite', 'follow', 'anacarol', 'demostenes', 'wife', 'one', 'bears', 'worst', 'part', 'song', 'says', 'pains', 'world', 'greater', 'female']",0.251,0.509,0.24,Neutral
"@Dagazot @Carlar73 Gracias más que a mi a @anacarol74 , su esposa madre de su hijo, es ella quien padece  con esta pesada situación. .","['dagazot', 'carlar', 'gracias', 'anacarol', 'esposa', 'madre', 'hijo', 'padece', 'pesada', 'situación']","@Dagazot @ Carlar73 Thanks more than me to @ anacarol74, his wife, mother of his son, it is she who suffers from this heavy situation. .","['dagazot', 'carlar', 'thanks', 'anacarol', 'wife', 'mother', 'son', 'suffers', 'heavy', 'situation']",0.221,0.571,0.207,Neutral
"@Adelaidapdf Hola Adelaida, gracias por el RT, gracias por seguirme aunque en realidad no suelo decir muchas cosas, son más bien pensamientos que escribo como migas de pan para no perderme en el camino. En realidad es a la esposa de Demo @anacarol74  a quien debemos apoyar como a muchos otros","['adelaidapdf', 'hola', 'adelaida', 'gracias', 'rt', 'gracias', 'seguirme', 'aunque', 'realidad', 'suelo', 'decir', 'muchas', 'cosas', 'bien', 'pensamientos', 'escribo', 'migas', 'pan', 'perderme', 'camino', 'realidad', 'esposa', 'demo', 'anacarol', 'debemos', 'apoyar']","@Adelaidapdf Hello Adelaida, thanks for the RT, thanks for following me although in reality I don't usually say many things, they are rather thoughts that I write like breadcrumbs so as not to get lost along the way. Actually it is the wife of Demo @ anacarol74 who we must support like many others","['adelaidapdf', 'hello', 'adelaida', 'thanks', 'rt', 'thanks', 'following', 'although', 'reality', 'usually', 'say', 'many', 'things', 'rather', 'thoughts', 'write', 'like', 'breadcrumbs', 'get', 'lost', 'along', 'way', 'actually', 'wife', 'demo', 'anacarol', 'must', 'support', 'like', 'many', 'others']",0.056,0.613,0.331,Neutral
"@cynthiamaria26 Gracias por el RT, en realidad más que seguirme y apoyarme a mi es  a su esposa @anacarol74 y a su hijo, son  ellos quienes piden justicia, son ellos quienes mas padecen esto. #LiberenaDemostenes","['cynthiamaria', 'gracias', 'rt', 'realidad', 'seguirme', 'apoyarme', 'esposa', 'anacarol', 'hijo', 'piden', 'justicia', 'mas', 'padecen', 'liberenademostenes']","@ cynthiamaria26 Thank you for the RT, actually more than following me and supporting me is his wife @ anacarol74 and his son, they are the ones who ask for justice, they are the ones who suffer the most from this. #LiberenaDemostenes","['cynthiamaria', 'thank', 'rt', 'actually', 'following', 'supporting', 'wife', 'anacarol', 'son', 'ones', 'ask', 'justice', 'ones', 'suffer', 'liberenademostenes']",0.15,0.472,0.378,Neutral
"@sabarita @DLaraF Gracias por tu RT! . Te invito más  que  seguirme a mi a apoyar a su esposa @anacarol74  y a su pequeño, son ellos quienes llevan  esta lucha.","['sabarita', 'dlaraf', 'gracias', 'rt', 'invito', 'seguirme', 'apoyar', 'esposa', 'anacarol', 'pequeño', 'llevan', 'lucha']","@sabarita @DLaraF Thanks for your RT! . I invite you more than following me to support his wife @ anacarol74 and his little one, they are the ones who are leading this fight.","['sabarita', 'dlaraf', 'thanks', 'rt', 'invite', 'following', 'support', 'wife', 'anacarol', 'little', 'one', 'ones', 'leading', 'fight']",0.131,0.505,0.364,Neutral
"@NaturalMagicMx Gracias por el RT, estoy realmente sorprendido de la respuesta, que me sigan no es mi norte, si no más bien ayudar  a un amigo y a su esposa @anacarol74 en esta solicitud. #liberenadenostenes  libertad de pensamiento .. y tienes razón el número no importa,  sólo el mensaje !","['naturalmagicmx', 'gracias', 'rt', 'realmente', 'sorprendido', 'respuesta', 'sigan', 'norte', 'si', 'bien', 'ayudar', 'amigo', 'esposa', 'anacarol', 'solicitud', 'liberenadenostenes', 'libertad', 'pensamiento', 'razón', 'número', 'importa', 'sólo', 'mensaje']","@NaturalMagicMx Thanks for the RT, I am really surprised by the answer, that you follow me is not my north, but rather to help a friend and his wife @ anacarol74 in this request. #free give us freedom of thought .. and you are right the number does not matter, only the message!","['naturalmagicmx', 'thanks', 'rt', 'really', 'surprised', 'answer', 'follow', 'north', 'rather', 'help', 'friend', 'wife', 'anacarol', 'request', 'free', 'give', 'us', 'freedom', 'thought', 'right', 'number', 'matter', 'message']",0.0,0.418,0.582,Positivo
"@AlejandroArcia @PepeClavijoA @jguaido @soyfdelrincon @RequenaCNN Gracias Por el RT, El caso de Demostenes me sensibilizó por  ser amigos desde la universidad, por ser padre igual que el, por pensar que todos podemos tener una postura y eso no debe ser motivo para perder la libertad te invito a seguir a su esposa @anacarol74  y apoyarla mas","['alejandroarcia', 'pepeclavijoa', 'jguaido', 'soyfdelrincon', 'requenacnn', 'gracias', 'rt', 'caso', 'demostenes', 'sensibilizó', 'ser', 'amigos', 'universidad', 'ser', 'padre', 'igual', 'pensar', 'podemos', 'tener', 'postura', 'debe', 'ser', 'motivo', 'perder', 'libertad', 'invito', 'seguir', 'esposa', 'anacarol', 'apoyarla', 'mas']","@AlejandroArcia @PepeClavijoA @jguaido @soyfdelrincon @RequenaCNN Thank you for the RT, The case of Demostenes made me aware of being friends since college, for being a father like him, for thinking that we can all have a position and that should not be a reason to lose freedom I invite you to follow his wife @ anacarol74 and support her more","['alejandroarcia', 'pepeclavijoa', 'jguaido', 'soyfdelrincon', 'requenacnn', 'thank', 'rt', 'case', 'demostenes', 'made', 'aware', 'friends', 'since', 'college', 'father', 'like', 'thinking', 'position', 'reason', 'lose', 'freedom', 'invite', 'follow', 'wife', 'anacarol', 'support']",0.07,0.496,0.433,Neutral
"@jose_manuelpere @infocracia Gracias, en realidad  más que a mi  a su esposa @anacarol74  que es quien carga esta pesada cruz !","['jose', 'manuelpere', 'infocracia', 'gracias', 'realidad', 'esposa', 'anacarol', 'carga', 'pesada', 'cruz']","@jose_manuelpere @infocracia Thank you, actually more than me to his wife @ anacarol74 who is the one who carries this heavy cross!","['jose', 'manuelpere', 'infocracia', 'thank', 'actually', 'wife', 'anacarol', 'one', 'carries', 'heavy', 'cross']",0.0,0.8,0.2,Neutral
"@rondonl @astuvida Gracias @rondonl, ayer sólo quería expresar esa indignacion de saber preso a un amigo solo por pensar distinto, por oponerse con convicción a algo.   Pensaba en su esposa @anacarol74  y su hijo y me veía reflejado","['rondonl', 'astuvida', 'gracias', 'rondonl', 'ayer', 'sólo', 'quería', 'expresar', 'indignacion', 'saber', 'preso', 'amigo', 'solo', 'pensar', 'distinto', 'oponerse', 'convicción', 'pensaba', 'esposa', 'anacarol', 'hijo', 'veía', 'reflejado']","@rondonl @astuvida Thank you @rondonl, yesterday I just wanted to express that outrage of knowing that a friend was imprisoned just for thinking differently, for opposing something with conviction. I was thinking of his wife @ anacarol74 and her son and I saw myself reflected","['rondonl', 'astuvida', 'thank', 'rondonl', 'yesterday', 'wanted', 'express', 'outrage', 'knowing', 'friend', 'imprisoned', 'thinking', 'differently', 'opposing', 'something', 'conviction', 'thinking', 'wife', 'anacarol', 'son', 'saw', 'reflected']",0.21,0.6,0.19,Neutral
"@MarcoAurelioRSU @Maty57Mm Gracias Marco, pensaba lo mismo, para el momento que escribí el tweet sentía impotencia de pensar que era poco lo que podía hacer  por hacerlo saber, pero muchas personas como tú lo han promovido y es increíble como se multiplica el mensaje, @anacarol74 es la esposa de Demostenes","['marcoaureliorsu', 'maty', 'mm', 'gracias', 'marco', 'pensaba', 'mismo', 'momento', 'escribí', 'tweet', 'sentía', 'impotencia', 'pensar', 'podía', 'hacer', 'hacerlo', 'saber', 'muchas', 'personas', 'promovido', 'increíble', 'multiplica', 'mensaje', 'anacarol', 'esposa', 'demostenes']","@MarcoAurelioRSU @ Maty57Mm Thanks Marco, I thought the same, by the time I wrote the tweet I felt helpless to think that there was little I could do to make it known, but many people like you have promoted it and it is incredible how the message multiplies, @ anacarol74 is Demostenes's wife","['marcoaureliorsu', 'maty', 'mm', 'thanks', 'marco', 'thought', 'time', 'wrote', 'tweet', 'felt', 'helpless', 'think', 'little', 'could', 'make', 'known', 'many', 'people', 'like', 'promoted', 'incredible', 'message', 'multiplies', 'anacarol', 'demostenes', 'wife']",0.09,0.663,0.247,Neutral
"@lgarban Gracias por su RT,  así es, pienso que pensar diferente es un derecho fundamental ..","['lgarban', 'gracias', 'rt', 'así', 'pienso', 'pensar', 'diferente', 'derecho', 'fundamental']","@lgarban Thanks for your RT, that's right, I think that thinking differently is a fundamental right ..","['lgarban', 'thanks', 'rt', 'right', 'think', 'thinking', 'differently', 'fundamental', 'right']",0.0,0.734,0.266,Neutral
"@martinezglock @elflaco31val Gracias Sr Martínez, Demostenes es Ing.  industrial de la UCAB  como yo,  el trabajaba con @jguaido para el momento de su detención en su  casa, donde vive con su esposa @anacarol74 y su hijo. Hoy son más de 90 días. Nadie debería ser privado de su libertad por pensar diferente","['martinezglock', 'elflaco', 'val', 'gracias', 'sr', 'martínez', 'demostenes', 'ing', 'industrial', 'ucab', 'trabajaba', 'jguaido', 'momento', 'detención', 'casa', 'vive', 'esposa', 'anacarol', 'hijo', 'hoy', 'días', 'nadie', 'debería', 'ser', 'privado', 'libertad', 'pensar', 'diferente']","@martinezglock @ elflaco31val Thank you Mr. Martínez, Demostenes is an industrial engineer at UCAB like me, he worked with @jguaido at the time of his arrest at his home, where he lives with his wife @ anacarol74 and his son. Today is more than 90 days. No one should be deprived of their freedom for thinking differently","['martinezglock', 'elflaco', 'val', 'thank', 'mr', 'martínez', 'demostenes', 'industrial', 'engineer', 'ucab', 'like', 'worked', 'jguaido', 'time', 'arrest', 'home', 'lives', 'wife', 'anacarol', 'son', 'today', 'days', 'one', 'deprived', 'freedom', 'thinking', 'differently']",0.15,0.599,0.251,Neutral
"@votohonrado @100toVenezuela @ForoPenal @Presidencia_VE @OEA_oficial @Europarl_EN @Southcom @mikepompeo Gracias por tu RT.  Acabo de confirmar que por muy pequeña que sea la voz puedes ser ensordecedor  si son muchas, pensaba en Demostenes y tantos otros presos de conciencia y me sentía impotente por no poder hacer nada,  opté por decirlo y gracias a personas como tú hoy  se oye +","['votohonrado', 'tovenezuela', 'foropenal', 'presidencia', 've', 'oea', 'oficial', 'europarl', 'southcom', 'mikepompeo', 'gracias', 'rt', 'acabo', 'confirmar', 'pequeña', 'voz', 'puedes', 'ser', 'ensordecedor', 'si', 'muchas', 'pensaba', 'demostenes', 'tantos', 'presos', 'conciencia', 'sentía', 'impotente', 'poder', 'hacer', 'opté', 'decirlo', 'gracias', 'personas', 'hoy', 'oye']","@votohonrado @ 100toVenezuela @ForoPenal @Presidencia_VE @OEA_oficial @Europarl_EN @Southcom @mikepompeo Thank you for your RT. I have just confirmed that no matter how small the voice is, it can be deafening if there are many, I was thinking of Demostenes and so many other prisoners of conscience and I felt helpless because I could not do anything, I chose to say it and thanks to people like you today I can hear it +","['votohonrado', 'tovenezuela', 'foropenal', 'presidencia', 'oea', 'oficial', 'europarl', 'en', 'southcom', 'mikepompeo', 'thank', 'rt', 'confirmed', 'matter', 'small', 'voice', 'deafening', 'many', 'thinking', 'demostenes', 'many', 'prisoners', 'conscience', 'felt', 'helpless', 'could', 'anything', 'chose', 'say', 'thanks', 'people', 'like', 'today', 'hear']",0.191,0.607,0.202,Neutral
